type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
apartmentBuilding,53.0,2.0,2.0,4.0,2010.0,51.120355,16.9285705,7.15,4.0,0.169,2.966,1.445,0.174,0.992,2.383,0.525,condominium,no,yes,yes,no,no,685000
apartmentBuilding,73.5,3.0,3.0,3.0,2002.0,51.0618,16.9902,6.1,7.0,0.367,1.234,1.037,0.4,0.431,2.993,0.486,condominium,no,yes,no,yes,no,870000
apartmentBuilding,59.82,3.0,8.0,8.0,2018.0,51.1206052,16.9985569,2.44,22.0,0.032,0.79,0.272,0.322,0.282,0.024,0.387,condominium,yes,yes,yes,yes,no,1050000
blockOfFlats,58.8,2.0,1.0,4.0,1970.0,51.1100092,17.0358656,0.43,132.0,0.204,0.085,0.127,0.084,0.097,0.241,0.14,condominium,no,yes,no,no,yes,995000
blockOfFlats,58.5,2.0,1.0,7.0,2000.0,51.11136341,17.02526808,0.32,102.0,0.374,0.623,0.1,0.6,0.068,0.148,0.115,condominium,no,no,yes,no,yes,899000
apartmentBuilding,51.87,2.0,7.0,8.0,2015.0,51.120685,17.0278604,1.12,21.0,0.078,0.173,0.569,0.176,0.204,0.774,0.187,condominium,no,yes,yes,yes,no,820000
blockOfFlats,58.7,2.0,4.0,4.0,1964.0,51.1014116,17.0396337,1.24,37.0,0.311,0.217,0.263,0.475,0.147,0.394,0.177,condominium,no,no,no,no,yes,599000
apartmentBuilding,48.0,2.0,4.0,4.0,2018.0,51.05375,17.05464,6.57,2.0,1.847,2.155,0.646,0.517,0.254,3.374,0.38,condominium,no,yes,yes,yes,no,665000
blockOfFlats,54.28,2.0,3.0,4.0,2023.0,51.120627,17.0180598,1.37,11.0,0.399,0.641,0.894,0.351,0.711,0.649,0.171,condominium,no,yes,yes,no,yes,947000
blockOfFlats,73.0,3.0,6.0,10.0,2000.0,51.14554,17.122534,7.54,19.0,0.038,0.889,0.458,0.173,0.454,0.021,0.349,condominium,no,no,yes,no,no,795700
blockOfFlats,67.0,4.0,1.0,3.0,2023.0,51.1074362,17.1242742,6.61,4.0,1.106,3.854,1.686,0.203,0.088,3.505,0.464,condominium,yes,yes,yes,yes,yes,1100000
blockOfFlats,38.0,2.0,1.0,3.0,2023.0,51.1074362,17.1242742,6.61,4.0,1.106,3.854,1.686,0.203,0.088,3.505,0.464,condominium,yes,yes,yes,yes,yes,645000
apartmentBuilding,63.2,3.0,3.0,3.0,2002.0,51.07285537,17.04590499,4.36,14.0,0.117,1.217,0.533,0.059,0.306,2.021,0.496,condominium,no,no,no,no,no,697900
blockOfFlats,50.0,3.0,1.0,4.0,1975.0,51.0886203,17.0330666,2.47,22.0,0.105,1.342,0.467,0.296,0.484,0.709,0.324,condominium,no,no,no,no,yes,575000
apartmentBuilding,51.8,2.0,6.0,6.0,2014.0,51.1169476,17.0215822,0.9,13.0,0.403,0.481,0.726,0.191,0.295,0.498,0.629,condominium,yes,yes,yes,no,no,950000
blockOfFlats,36.6,2.0,10.0,10.0,1974.0,51.11216,17.01389,1.12,22.0,0.243,0.766,0.009,0.182,0.105,0.252,0.206,condominium,no,no,yes,no,yes,516000
blockOfFlats,41.2,2.0,2.0,7.0,2024.0,51.0999063,17.045453,1.62,25.0,0.287,0.318,0.465,0.147,0.193,0.276,0.071,condominium,yes,yes,yes,no,no,790000
blockOfFlats,47.0,2.0,3.0,5.0,1970.0,51.09175,17.01473,2.35,21.0,0.186,1.684,0.471,0.08,0.318,0.57,0.176,condominium,no,no,no,no,yes,609000
apartmentBuilding,26.3,1.0,5.0,5.0,2013.0,51.1149,17.0277,0.49,61.0,0.506,0.292,0.527,0.441,0.23,0.57,0.478,condominium,yes,no,yes,no,no,500000
blockOfFlats,67.3,4.0,3.0,4.0,2003.0,51.084846,17.007481,3.27,14.0,0.044,1.397,0.546,0.39,0.14,0.223,0.218,condominium,no,yes,no,no,no,899000
tenement,41.0,2.0,1.0,4.0,1935.0,51.1130817,17.0345713,0.43,119.0,0.19,0.433,0.318,0.196,0.022,0.419,0.289,condominium,no,no,no,no,no,649000
apartmentBuilding,55.04,2.0,1.0,2.0,2016.0,51.0670035,17.0415598,4.93,2.0,0.249,1.308,0.628,0.242,0.783,2.266,0.752,condominium,yes,no,no,no,yes,800000
blockOfFlats,47.6,2.0,1.0,8.0,1982.0,51.1463535,17.0219425,4.0,4.0,0.424,0.405,0.915,0.281,0.493,3.183,0.583,condominium,no,yes,yes,no,yes,617000
apartmentBuilding,71.0,3.0,2.0,8.0,2016.0,51.12617,16.98892,3.33,36.0,0.165,0.165,0.074,0.048,0.156,0.495,0.142,condominium,yes,yes,yes,no,yes,1099000
blockOfFlats,41.39,2.0,1.0,2.0,2022.0,51.05747,17.02228,5.94,12.0,0.374,0.155,0.564,0.369,0.119,2.887,0.197,condominium,yes,no,yes,no,no,620000
blockOfFlats,54.0,2.0,2.0,4.0,1980.0,51.0970202,17.0093461,2.09,29.0,0.14,1.389,0.192,0.138,0.32,1.18,0.084,condominium,yes,yes,no,no,yes,599000
blockOfFlats,34.0,1.0,1.0,4.0,1959.0,51.10224201,17.03435534,0.99,45.0,0.059,0.543,0.063,0.204,0.053,0.105,0.111,condominium,no,no,no,no,yes,480000
blockOfFlats,58.0,3.0,3.0,11.0,1977.0,51.1391997,17.03208923,3.17,10.0,0.348,0.867,0.476,0.28,0.19,2.212,0.061,condominium,no,yes,yes,no,yes,599900
apartmentBuilding,49.42,2.0,15.0,16.0,2013.0,51.1134626,17.0234893,0.54,35.0,0.394,0.564,0.318,0.549,0.132,0.398,0.254,condominium,yes,yes,yes,no,no,1050000
tenement,84.52,3.0,3.0,4.0,1945.0,51.1198,17.0313,1.02,34.0,0.209,0.133,0.32,0.189,0.029,0.527,0.127,condominium,yes,yes,no,no,yes,850000
tenement,41.8,2.0,2.0,2.0,1960.0,51.13435,17.05893,3.32,15.0,0.114,0.923,0.401,0.257,0.347,1.131,0.205,condominium,no,no,no,no,no,498000
blockOfFlats,58.2,3.0,1.0,8.0,1986.0,51.12286032,16.97298646,4.19,18.0,0.085,0.918,0.494,0.059,0.132,0.89,0.293,cooperative,no,yes,yes,no,yes,579000
blockOfFlats,47.0,2.0,6.0,6.0,1970.0,51.12224831,16.96577761,4.65,8.0,0.301,1.419,0.885,0.114,0.4,1.116,0.498,condominium,no,yes,yes,no,yes,599999
tenement,102.64,4.0,1.0,4.0,1908.0,51.11406,17.03625,0.59,86.0,0.137,0.518,0.373,0.266,0.074,0.27,0.348,condominium,no,no,no,no,yes,1179900
blockOfFlats,35.0,2.0,7.0,10.0,1980.0,51.1270095,16.9935407,3.11,20.0,0.19,0.191,0.264,0.33,0.325,0.771,0.206,cooperative,yes,yes,yes,no,yes,510000
blockOfFlats,89.35,3.0,4.0,5.0,1993.0,51.1239,17.0449,1.81,16.0,0.152,0.65,0.056,0.204,0.331,0.624,0.045,condominium,no,no,no,no,yes,920000
blockOfFlats,54.4,2.0,2.0,4.0,1978.0,51.123858,17.0448522,1.8,16.0,0.146,0.652,0.061,0.199,0.337,0.618,0.04,condominium,yes,no,no,no,yes,665000
blockOfFlats,130.0,6.0,3.0,3.0,2000.0,51.0803,17.0622,4.07,4.0,0.875,2.364,0.127,0.109,0.894,1.52,0.02,condominium,no,yes,no,no,no,1250000
blockOfFlats,52.7,2.0,8.0,8.0,2002.0,51.1441127,17.1276896,7.78,20.0,0.177,0.848,0.345,0.174,0.206,0.412,0.121,condominium,no,yes,yes,no,no,558900
blockOfFlats,46.8,3.0,4.0,9.0,1980.0,51.08972292,17.03824997,2.41,40.0,0.178,1.118,0.356,0.15,0.138,0.458,0.061,condominium,yes,yes,yes,no,yes,660000
blockOfFlats,34.0,2.0,5.0,10.0,1980.0,51.14295921,17.03056812,3.59,10.0,0.33,0.44,0.851,0.626,0.323,2.643,0.413,cooperative,no,yes,yes,no,no,505000
tenement,67.9,3.0,1.0,4.0,1910.0,51.1016,17.0433,1.38,34.0,0.188,0.274,0.414,0.223,0.312,0.29,0.157,condominium,no,no,no,yes,no,670000
apartmentBuilding,48.0,3.0,3.0,3.0,2023.0,51.0538,17.0607,6.69,3.0,1.527,2.57,0.583,0.257,0.49,3.073,0.238,condominium,no,yes,yes,no,no,670000
blockOfFlats,64.9,3.0,1.0,4.0,1997.0,51.13645,16.95434,5.99,4.0,0.1,2.263,0.75,0.151,0.636,1.116,0.688,condominium,no,yes,no,no,yes,675000
tenement,54.5,2.0,2.0,4.0,1900.0,51.12147074,17.03459304,1.24,37.0,0.091,0.216,0.286,0.071,0.154,0.352,0.2,condominium,no,no,no,no,yes,659000
tenement,71.0,4.0,2.0,3.0,1930.0,51.0900988,17.03661919,2.34,38.0,0.15,1.102,0.273,0.032,0.246,0.445,0.069,condominium,no,yes,no,no,yes,629000
tenement,27.4,1.0,4.0,4.0,1965.0,51.10269805,17.03137758,0.9,50.0,0.174,0.663,0.151,0.076,0.02,0.083,0.072,condominium,no,no,no,no,yes,486000
apartmentBuilding,99.14,3.0,2.0,2.0,2010.0,51.1565739,17.0375206,5.13,2.0,1.31,1.09,0.899,0.102,0.715,2.983,0.549,condominium,yes,no,yes,no,no,1100000
blockOfFlats,40.6,2.0,2.0,6.0,2015.0,51.08805,17.05383,3.03,6.0,0.226,1.572,0.574,0.246,0.143,0.867,0.463,condominium,no,no,yes,yes,no,600000
tenement,42.2,2.0,3.0,4.0,1930.0,51.1180458,17.0374418,0.98,38.0,0.073,0.236,0.165,0.211,0.159,0.215,0.22,condominium,no,no,no,no,yes,649999
blockOfFlats,34.0,1.0,1.0,4.0,1959.0,51.10224201,17.03435534,0.99,45.0,0.059,0.543,0.063,0.204,0.053,0.105,0.111,condominium,no,no,no,no,yes,480000
blockOfFlats,61.93,3.0,1.0,1.0,1980.0,51.0864751,17.0134395,2.93,20.0,0.109,1.401,0.125,0.332,0.317,0.232,0.089,condominium,no,yes,no,no,no,630000
apartmentBuilding,62.18,3.0,1.0,4.0,2019.0,51.1436574,16.8866915,10.64,1.0,0.803,0.863,1.127,0.783,0.764,0.964,0.217,condominium,no,yes,yes,no,no,720000
tenement,112.0,5.0,2.0,4.0,1925.0,51.1183,17.0354,0.93,40.0,0.109,0.228,0.075,0.078,0.032,0.291,0.186,condominium,no,no,no,no,yes,1100000
blockOfFlats,94.29,3.0,1.0,5.0,2016.0,51.0623632,16.9940942,5.92,4.0,0.198,0.992,1.233,0.219,0.504,2.817,0.416,condominium,no,yes,no,no,no,1225000
blockOfFlats,39.1,2.0,3.0,4.0,1975.0,51.123782,16.995935,2.78,21.0,0.18,0.412,0.136,0.046,0.132,0.376,0.221,condominium,no,yes,no,no,yes,499000
blockOfFlats,49.3,2.0,3.0,5.0,2001.0,51.0700742,16.9980133,5.03,15.0,0.237,0.43,0.547,0.086,0.278,1.925,0.139,condominium,yes,yes,yes,no,no,599000
blockOfFlats,63.0,3.0,2.0,3.0,2018.0,51.14282,17.11045,6.67,7.0,0.466,1.732,0.514,0.432,0.401,0.889,0.466,condominium,no,no,yes,no,no,699999
tenement,52.34,3.0,2.0,3.0,1930.0,51.1259711,17.0523309,2.31,13.0,0.16,0.392,0.165,0.256,0.319,1.167,0.03,condominium,yes,no,no,no,yes,679000
blockOfFlats,47.5,3.0,2.0,4.0,1960.0,51.0978991,16.9936169,2.9,3.0,0.593,1.854,0.928,0.27,0.503,1.553,0.367,condominium,no,yes,no,no,no,620000
tenement,80.0,3.0,3.0,4.0,1900.0,51.1213205,17.0433971,1.52,32.0,0.124,0.476,0.348,0.176,0.13,0.361,0.261,condominium,yes,no,no,no,yes,850000
tenement,50.27,2.0,3.0,4.0,1930.0,51.09973569,17.00943768,1.87,25.0,0.188,1.188,0.232,0.07,0.018,0.957,0.099,condominium,no,no,no,no,yes,480000
apartmentBuilding,35.0,2.0,3.0,4.0,2022.0,51.05836,17.06028,6.2,0.0,1.425,2.505,1.082,0.696,0.804,2.739,0.724,condominium,yes,yes,yes,no,no,520000
blockOfFlats,49.3,2.0,3.0,5.0,2002.0,51.06718284,16.99064612,5.56,14.0,0.408,0.941,1.147,0.206,0.108,2.465,0.036,condominium,yes,yes,yes,no,no,589000
apartmentBuilding,66.8,3.0,4.0,4.0,2018.0,51.1109378,17.1169706,6.09,7.0,0.907,3.327,1.439,0.034,0.052,3.022,0.178,condominium,yes,yes,yes,no,no,1249000
tenement,41.91,2.0,3.0,4.0,1963.0,51.0924327,17.0233664,2.08,17.0,0.107,1.464,0.373,0.101,0.299,0.54,0.13,condominium,yes,no,no,no,yes,559000
tenement,63.58,2.0,5.0,5.0,1893.0,51.1192,17.0366,1.06,40.0,0.063,0.105,0.159,0.14,0.16,0.169,0.119,condominium,yes,no,no,no,no,610000
blockOfFlats,115.64,5.0,3.0,3.0,2009.0,51.0598943,17.0790392,6.61,6.0,0.118,3.754,0.301,0.054,0.47,1.786,0.294,condominium,no,yes,no,no,no,1180000
apartmentBuilding,38.96,2.0,3.0,4.0,2023.0,51.0863,17.0527,3.15,9.0,0.07,1.696,0.457,0.231,0.1,1.068,0.354,condominium,no,yes,yes,no,no,725000
tenement,60.14,2.0,2.0,5.0,1920.0,51.1237271,17.0296334,1.45,22.0,0.425,0.26,0.355,0.159,0.309,0.779,0.234,condominium,no,no,no,no,yes,599000
blockOfFlats,58.72,3.0,1.0,2.0,2010.0,51.0907588,16.9373492,6.82,0.0,1.015,2.348,1.017,0.816,0.68,2.327,0.551,condominium,yes,no,no,no,no,769000
apartmentBuilding,64.3,3.0,1.0,4.0,2016.0,51.1109166,17.1212255,6.38,10.0,1.159,3.624,1.686,0.216,0.228,3.316,0.204,condominium,no,yes,yes,yes,no,879000
blockOfFlats,42.9,2.0,4.0,4.0,2001.0,51.076701,17.0396349,3.84,16.0,0.354,0.741,0.333,0.172,0.152,1.419,0.126,condominium,no,no,no,no,no,619000
apartmentBuilding,86.78,4.0,1.0,2.0,2010.0,51.077845,17.017758,3.75,7.0,0.517,0.402,1.093,0.444,0.637,0.7,0.199,condominium,yes,yes,yes,no,no,1214920
apartmentBuilding,54.0,2.0,1.0,2.0,2010.0,51.077843,17.017618,3.75,7.0,0.508,0.403,1.091,0.437,0.629,0.705,0.206,condominium,yes,yes,yes,no,no,819300
apartmentBuilding,42.09,2.0,3.0,4.0,2023.0,51.1269717,16.9935791,3.11,19.0,0.189,0.191,0.266,0.326,0.32,0.766,0.206,condominium,yes,yes,no,no,no,765000
blockOfFlats,70.0,3.0,4.0,6.0,2022.0,51.1540665,17.0471914,4.97,1.0,1.585,0.715,0.922,0.552,1.434,2.283,0.203,condominium,no,yes,yes,no,no,910000
apartmentBuilding,42.0,2.0,2.0,5.0,2009.0,51.08693755,17.04068765,2.75,32.0,0.078,1.412,0.391,0.126,0.287,0.766,0.376,condominium,no,yes,yes,no,no,600000
tenement,37.89,3.0,2.0,4.0,1900.0,51.1205498,17.0551953,2.08,22.0,0.081,0.243,0.559,0.092,0.302,1.144,0.238,condominium,yes,yes,no,no,yes,499000
blockOfFlats,56.0,2.0,3.0,3.0,2010.0,51.15128,17.12003,7.75,2.0,0.586,0.776,0.407,0.324,0.625,0.643,0.636,condominium,yes,no,no,no,no,578000
apartmentBuilding,36.22,2.0,3.0,6.0,2022.0,51.1033754,17.0476615,1.49,31.0,0.067,0.434,0.596,0.151,0.454,0.195,0.368,condominium,no,yes,yes,no,no,680000
tenement,38.35,2.0,4.0,4.0,1974.0,51.08,17.0109,3.66,13.0,0.021,0.818,0.866,0.092,0.32,0.613,0.357,condominium,no,no,no,no,yes,465000
blockOfFlats,61.0,3.0,3.0,5.0,1988.0,51.1123,17.0324,0.25,133.0,0.35,0.436,0.368,0.278,0.01,0.47,0.203,condominium,no,no,yes,no,yes,970000
apartmentBuilding,63.0,3.0,2.0,3.0,2018.0,51.1440056,17.1144626,6.97,14.0,0.173,1.427,0.263,0.164,0.251,0.581,0.279,condominium,yes,yes,yes,no,no,699999
tenement,64.18,3.0,3.0,5.0,1940.0,51.12551,17.05593,2.46,16.0,0.277,0.348,0.4,0.148,0.284,1.352,0.195,condominium,no,yes,no,no,yes,759999
tenement,68.0,3.0,4.0,5.0,1920.0,51.122008,17.03181582,1.27,30.0,0.202,0.121,0.303,0.188,0.132,0.55,0.064,condominium,no,no,no,no,yes,599000
apartmentBuilding,32.75,2.0,3.0,5.0,2024.0,51.1034611,17.0231605,0.93,38.0,0.098,0.271,0.027,0.066,0.235,0.273,0.093,condominium,no,yes,yes,no,no,619000
apartmentBuilding,26.32,1.0,2.0,5.0,2024.0,51.1034611,17.0231605,0.93,38.0,0.098,0.271,0.027,0.066,0.235,0.273,0.093,condominium,no,yes,yes,no,no,529000
blockOfFlats,53.77,3.0,2.0,6.0,2007.0,51.1053249,17.0279527,0.61,72.0,0.209,0.327,0.414,0.156,0.169,0.179,0.161,condominium,yes,yes,yes,yes,no,899000
apartmentBuilding,60.77,2.0,7.0,7.0,2018.0,51.1163542,17.0260759,0.68,16.0,0.349,0.206,0.619,0.324,0.039,0.706,0.477,condominium,no,yes,yes,no,no,1159000
blockOfFlats,36.2,2.0,3.0,6.0,2023.0,51.1014116,17.0396337,1.24,37.0,0.311,0.217,0.263,0.475,0.147,0.394,0.177,condominium,no,yes,yes,no,no,549000
blockOfFlats,46.0,2.0,1.0,3.0,2012.0,51.0605968,17.0442231,5.66,1.0,0.802,1.418,0.971,0.279,0.87,2.963,0.829,condominium,yes,yes,yes,no,yes,594000
tenement,36.0,2.0,3.0,5.0,1900.0,51.11406,17.03625,0.59,86.0,0.137,0.518,0.373,0.266,0.074,0.27,0.348,condominium,no,yes,no,no,no,443000
blockOfFlats,36.72,2.0,4.0,6.0,2023.0,51.1014116,17.0396337,1.24,37.0,0.311,0.217,0.263,0.475,0.147,0.394,0.177,condominium,no,no,yes,no,no,549000
blockOfFlats,36.0,2.0,8.0,8.0,1970.0,51.0981666,16.9949737,2.8,3.0,0.58,1.794,0.859,0.175,0.601,1.549,0.431,condominium,yes,no,yes,no,yes,499000
apartmentBuilding,60.0,2.0,1.0,7.0,2019.0,51.11585,17.02669,0.61,36.0,0.399,0.218,0.597,0.367,0.103,0.655,0.475,condominium,no,yes,yes,no,no,1074000
blockOfFlats,52.8,2.0,2.0,4.0,2012.0,51.1000953,16.9517193,5.58,7.0,0.548,2.236,0.721,0.117,0.474,0.906,0.078,condominium,no,yes,yes,yes,no,660000
tenement,106.42,5.0,2.0,4.0,1900.0,51.08972292,17.03824997,2.41,40.0,0.178,1.118,0.356,0.15,0.138,0.458,0.061,condominium,no,yes,no,no,yes,1160000
blockOfFlats,61.01,5.0,1.0,4.0,1985.0,51.0679208,17.0008849,5.17,9.0,0.525,0.231,0.652,0.06,0.145,2.068,0.179,cooperative,no,no,yes,no,no,643000
apartmentBuilding,65.61,3.0,3.0,4.0,2022.0,51.0854,17.0578,3.43,6.0,0.301,1.973,0.425,0.14,0.31,0.995,0.654,condominium,no,yes,yes,no,no,845000
apartmentBuilding,49.0,2.0,3.0,4.0,2012.0,51.0805753,16.9911796,4.3,7.0,0.055,1.576,0.964,0.299,0.895,1.456,0.569,condominium,yes,yes,yes,no,yes,740000
tenement,113.0,4.0,2.0,4.0,1900.0,51.1261,17.0487,2.16,13.0,0.34,0.536,0.182,0.302,0.066,0.984,0.164,condominium,no,yes,no,no,yes,1130000
tenement,58.58,2.0,2.0,4.0,1930.0,51.121,17.0329,1.17,40.0,0.075,0.118,0.361,0.073,0.152,0.437,0.114,condominium,no,no,no,no,no,585000
apartmentBuilding,67.2,3.0,5.0,10.0,2021.0,51.113996,17.005441,1.74,34.0,0.262,0.172,0.283,0.298,0.285,0.263,0.17,condominium,no,yes,yes,no,yes,1270000
apartmentBuilding,34.0,1.0,4.0,17.0,2018.0,51.08787965,17.05474424,3.08,5.0,0.221,1.625,0.628,0.181,0.136,0.842,0.518,condominium,no,yes,yes,no,no,475000
blockOfFlats,58.16,3.0,5.0,8.0,2008.0,51.1208243,17.0298581,1.13,30.0,0.213,0.096,0.471,0.235,0.065,0.638,0.1,condominium,yes,yes,yes,no,no,745000
tenement,48.0,2.0,4.0,5.0,1926.0,51.07806,17.01522,3.77,8.0,0.348,0.473,0.956,0.3,0.5,0.779,0.291,condominium,no,no,yes,no,no,650000
blockOfFlats,42.76,2.0,1.0,2.0,2022.0,51.14009,16.99682,4.0,2.0,0.543,1.463,0.862,0.468,0.356,1.659,1.189,condominium,no,yes,no,no,no,675000
blockOfFlats,101.65,4.0,4.0,4.0,2002.0,51.1574802,17.0366524,5.22,2.0,1.371,1.207,0.876,0.057,0.647,3.092,0.517,condominium,yes,yes,yes,no,yes,1330000
blockOfFlats,73.0,3.0,4.0,5.0,1993.0,51.1018982,17.0464848,1.52,32.0,0.09,0.463,0.613,0.051,0.312,0.223,0.185,condominium,no,yes,no,no,yes,820000
blockOfFlats,89.51,5.0,2.0,3.0,2010.0,51.1076745,17.1409742,7.77,1.0,1.058,4.913,1.225,0.604,0.789,4.422,0.221,condominium,yes,yes,no,no,no,878000
blockOfFlats,70.0,4.0,3.0,4.0,1993.0,51.0762,16.960045,6.2,10.0,0.456,0.967,0.211,0.191,0.31,3.464,0.34,cooperative,no,yes,no,yes,yes,650000
blockOfFlats,80.91,4.0,5.0,9.0,2023.0,51.0899916,17.0208572,2.39,22.0,0.2,1.681,0.519,0.259,0.489,0.227,0.101,condominium,yes,yes,yes,no,no,1255000
apartmentBuilding,56.6,3.0,3.0,3.0,2016.0,51.0901584,16.9950803,3.33,9.0,0.294,2.011,0.31,0.408,0.487,1.194,0.349,condominium,no,yes,yes,yes,no,959000
blockOfFlats,61.0,3.0,3.0,3.0,2011.0,51.0971,16.9478,5.92,13.0,0.251,2.137,0.521,0.196,0.046,1.331,0.2,condominium,yes,yes,yes,no,yes,799000
blockOfFlats,73.4,3.0,1.0,4.0,1988.0,51.1347945,16.9772678,4.54,6.0,0.401,0.799,0.237,0.27,0.798,0.827,0.283,condominium,yes,yes,no,no,yes,719000
apartmentBuilding,80.91,3.0,5.0,8.0,2023.0,51.0875121,17.0197556,2.67,25.0,0.058,1.458,0.36,0.114,0.22,0.054,0.184,condominium,yes,yes,yes,no,no,1375470
blockOfFlats,66.0,4.0,2.0,5.0,2016.0,51.1008268,17.0418116,1.38,33.0,0.323,0.146,0.279,0.344,0.179,0.386,0.03,condominium,yes,no,yes,no,yes,935000
tenement,73.27,3.0,2.0,4.0,1930.0,51.10167331,17.0123291,1.58,21.0,0.318,0.901,0.364,0.179,0.01,0.664,0.295,condominium,no,no,no,no,yes,749000
tenement,54.0,3.0,1.0,3.0,1930.0,51.1230072,17.05413,2.18,20.0,0.234,0.046,0.511,0.226,0.559,1.126,0.048,cooperative,yes,no,no,no,yes,730000
tenement,97.0,5.0,1.0,4.0,1930.0,51.10398,17.02399,0.85,48.0,0.111,0.217,0.1,0.036,0.304,0.212,0.127,condominium,no,no,no,no,yes,890000
blockOfFlats,73.0,3.0,3.0,3.0,1935.0,51.11989,17.001,2.25,18.0,0.066,0.729,0.424,0.135,0.47,0.057,0.272,condominium,no,no,no,no,yes,775000
apartmentBuilding,34.29,2.0,9.0,9.0,2017.0,51.1123373,17.0627448,2.31,35.0,0.294,0.225,0.191,0.404,0.182,0.67,0.226,condominium,no,no,yes,no,no,548000
blockOfFlats,102.0,3.0,3.0,3.0,2010.0,51.1227,16.9229,7.58,4.0,0.272,2.564,1.701,0.303,0.825,2.484,0.127,condominium,yes,yes,no,yes,no,948000
apartmentBuilding,78.35,4.0,7.0,7.0,2018.0,51.10093,17.04584,1.56,31.0,0.174,0.372,0.524,0.062,0.24,0.231,0.073,condominium,no,yes,yes,yes,no,1119000
blockOfFlats,62.1,3.0,4.0,10.0,1993.0,51.07625517,17.04393625,3.96,21.0,0.327,1.036,0.33,0.31,0.112,1.705,0.186,cooperative,no,yes,yes,no,yes,699000
apartmentBuilding,63.0,3.0,3.0,3.0,2014.0,51.0713314,16.9925476,5.09,14.0,0.371,0.836,0.809,0.354,0.105,2.014,0.153,condominium,yes,yes,no,no,yes,850000
apartmentBuilding,88.83,4.0,2.0,2.0,2022.0,51.0705712,16.9987437,4.96,15.0,0.195,0.405,0.472,0.051,0.203,1.853,0.179,condominium,yes,yes,yes,yes,no,1598851
apartmentBuilding,56.61,2.0,2.0,8.0,2023.0,51.1045762,17.0508741,1.62,23.0,0.279,0.45,0.616,0.108,0.285,0.366,0.345,condominium,no,no,yes,no,no,990000
blockOfFlats,90.5,4.0,2.0,2.0,2016.0,51.15527,16.9385,8.07,4.0,0.722,2.397,0.146,0.271,0.99,1.475,0.383,condominium,no,yes,no,yes,no,1059000
blockOfFlats,53.11,3.0,4.0,4.0,2022.0,51.123858,17.0448522,1.8,16.0,0.146,0.652,0.061,0.199,0.337,0.618,0.04,condominium,yes,yes,yes,yes,no,1009000
blockOfFlats,47.2,2.0,1.0,9.0,1979.0,51.1044722,17.0933064,4.49,9.0,0.079,1.812,0.564,0.143,0.248,1.382,0.312,condominium,no,yes,yes,no,yes,650000
apartmentBuilding,66.22,3.0,1.0,7.0,2014.0,51.0857501,17.0531068,3.22,9.0,0.046,1.763,0.488,0.197,0.127,1.101,0.391,condominium,yes,yes,yes,yes,no,899999
blockOfFlats,26.8,1.0,4.0,12.0,2022.0,51.1152502,16.9935578,2.58,9.0,0.509,0.696,0.547,0.368,0.401,0.322,0.519,condominium,yes,no,yes,no,no,463500
tenement,69.0,3.0,1.0,4.0,1920.0,51.1008268,17.0418116,1.38,33.0,0.323,0.146,0.279,0.344,0.179,0.386,0.03,condominium,no,yes,no,no,yes,700000
apartmentBuilding,43.87,2.0,3.0,4.0,2022.0,51.1284178,17.0525787,2.53,9.0,0.13,0.628,0.193,0.281,0.411,1.358,0.163,condominium,yes,yes,yes,no,no,990000
apartmentBuilding,49.6,3.0,1.0,9.0,2022.0,51.1210389,17.0132445,1.63,12.0,0.219,0.962,0.674,0.399,0.654,0.673,0.186,condominium,yes,yes,yes,yes,yes,869000
tenement,88.66,3.0,2.0,4.0,1930.0,51.1178981,17.0306639,0.8,33.0,0.303,0.163,0.277,0.143,0.203,0.608,0.116,condominium,yes,no,no,no,no,949000
blockOfFlats,100.0,4.0,2.0,3.0,2006.0,51.0567489,17.0125061,6.12,20.0,1.004,0.842,0.201,0.15,0.131,3.046,0.361,cooperative,no,yes,no,no,yes,1145000
apartmentBuilding,74.69,3.0,1.0,5.0,2019.0,51.1269717,16.9935791,3.11,19.0,0.189,0.191,0.266,0.326,0.32,0.766,0.206,condominium,yes,yes,yes,no,no,1250000
blockOfFlats,62.51,3.0,7.0,7.0,1989.0,51.08988,17.039882,2.42,39.0,0.285,1.087,0.412,0.17,0.03,0.435,0.176,cooperative,no,yes,yes,no,yes,675000
blockOfFlats,64.4,3.0,2.0,4.0,2014.0,51.107428,16.966325,4.45,9.0,0.391,2.413,0.712,0.364,0.426,0.6,0.366,condominium,yes,yes,yes,no,yes,769900
tenement,57.4,2.0,4.0,5.0,1930.0,51.12411,17.04714,1.92,20.0,0.289,0.506,0.106,0.19,0.244,0.754,0.177,condominium,no,yes,no,no,yes,620000
apartmentBuilding,62.6,4.0,6.0,6.0,2021.0,51.1110433,17.0118232,1.25,23.0,0.138,0.665,0.199,0.284,0.283,0.134,0.325,condominium,yes,yes,yes,no,yes,950000
apartmentBuilding,50.68,2.0,4.0,10.0,2021.0,51.1149626,17.0250451,0.58,29.0,0.504,0.366,0.483,0.491,0.207,0.548,0.432,condominium,yes,yes,yes,no,no,890000
